,datetime,Open,Close,High,Low,Volume,AdjClose,serial_number
0,2004-06-23 00:00:00-04:00,3.75,4.3,4.325,3.6875,43574400.0,4.3,0.0
1,2004-06-24 00:00:00-04:00,4.3875,4.19,4.4225,4.125,8887200.0,4.19,1.0
2,2004-06-25 00:00:00-04:00,4.1275,3.95,4.1875,3.9475,6710000.0,3.95,2.0
3,2004-06-28 00:00:00-04:00,4.0,4.0,4.0525,3.86,2270800.0,4.0,3.0
4,2004-06-29 00:00:00-04:00,4.0,4.1,4.175,3.9575,2112000.0,4.1,4.0
5,2004-06-30 00:00:00-04:00,4.1,4.0175,4.235,4.0075,2087600.0,4.0175,5.0
6,2004-07-01 00:00:00-04:00,4.02,4.0075,4.05,3.975,1754800.0,4.0075,6.0
7,2004-07-02 00:00:00-04:00,4.025,4.245,4.245,4.0125,993200.0,4.245,7.0
8,2004-07-06 00:00:00-04:00,4.2325,4.25,4.25,4.12,1216800.0,4.25,8.0
9,2004-07-07 00:00:00-04:00,4.225,4.0775,4.225,4.0125,1787600.0,4.0775,9.0
10,2004-07-08 00:00:00-04:00,4.0775,3.935,4.0775,3.915,2179200.0,3.935,10.0
11,2004-07-09 00:00:00-04:00,3.985,4.1,4.1425,3.975,596800.0,4.1,11.0
12,2004-07-12 00:00:00-04:00,4.15,4.1875,4.2075,4.0375,780800.0,4.1875,12.0
13,2004-07-13 00:00:00-04:00,4.185,4.02,4.185,4.02,1674000.0,4.02,13.0
14,2004-07-14 00:00:00-04:00,4.0125,3.9125,4.0125,3.895,2366000.0,3.9125,14.0
15,2004-07-15 00:00:00-04:00,3.9375,3.835,3.95,3.735,1806000.0,3.835,15.0
16,2004-07-16 00:00:00-04:00,3.85,4.0,4.1,3.74,3278800.0,4.0,16.0
17,2004-07-19 00:00:00-04:00,4.0125,4.0025,4.0425,3.9575,954800.0,4.0025,17.0
18,2004-07-20 00:00:00-04:00,4.0025,4.015,4.045,3.8825,2245200.0,4.015,18.0
19,2004-07-21 00:00:00-04:00,4.025,2.925,4.025,2.7625,25415200.0,2.925,19.0
20,2004-07-22 00:00:00-04:00,2.8875,3.245,3.295,2.825,9824800.0,3.245,20.0
21,2004-07-23 00:00:00-04:00,3.2375,3.26,3.375,3.1875,1674400.0,3.26,21.0
22,2004-07-26 00:00:00-04:00,3.3875,3.32,3.3875,3.22,1286000.0,3.32,22.0
23,2004-07-27 00:00:00-04:00,3.345,3.285,3.3575,3.275,751200.0,3.285,23.0
24,2004-07-28 00:00:00-04:00,3.2625,3.2475,3.305,3.15,1534800.0,3.2475,24.0
25,2004-07-29 00:00:00-04:00,3.25,3.24,3.3375,3.2375,908000.0,3.24,25.0
26,2004-07-30 00:00:00-04:00,3.24,3.2525,3.3,3.1375,815200.0,3.2525,26.0
27,2004-08-02 00:00:00-04:00,3.245,3.2025,3.27,3.1425,1297600.0,3.2025,27.0
28,2004-08-03 00:00:00-04:00,3.2,3.0325,3.2725,2.9975,2944400.0,3.0325,28.0
29,2004-08-04 00:00:00-04:00,3.0325,2.995,3.0375,2.9875,2746800.0,2.995,29.0
30,2004-08-05 00:00:00-04:00,2.9975,2.725,2.9975,2.67,3030400.0,2.725,30.0
31,2004-08-06 00:00:00-04:00,2.725,2.6925,2.75,2.6775,1797200.0,2.6925,31.0
32,2004-08-09 00:00:00-04:00,2.7375,2.7475,2.7625,2.715,1121600.0,2.7475,32.0
33,2004-08-10 00:00:00-04:00,2.75,2.75,2.76,2.72,733200.0,2.75,33.0
34,2004-08-11 00:00:00-04:00,2.7375,2.655,2.7375,2.6475,628400.0,2.655,34.0
35,2004-08-12 00:00:00-04:00,2.68,2.4975,2.6825,2.48,1578000.0,2.4975,35.0
36,2004-08-13 00:00:00-04:00,2.4975,2.3975,2.5125,2.3675,2496000.0,2.3975,36.0
37,2004-08-16 00:00:00-04:00,2.4,2.43,2.4625,2.25,2171200.0,2.43,37.0
38,2004-08-17 00:00:00-04:00,2.47,2.7425,2.7475,2.47,2968000.0,2.7425,38.0
39,2004-08-18 00:00:00-04:00,2.725,2.9875,3.0375,2.67,1697600.0,2.9875,39.0
40,2004-08-19 00:00:00-04:00,2.9875,3.0425,3.0625,2.925,1309600.0,3.0425,40.0
41,2004-08-20 00:00:00-04:00,3.125,3.15,3.3,2.9725,4034800.0,3.15,41.0
42,2004-08-23 00:00:00-04:00,3.175,3.125,3.2375,3.09,1127600.0,3.125,42.0
43,2004-08-24 00:00:00-04:00,3.15,3.1925,3.195,3.105,1072400.0,3.1925,43.0
44,2004-08-25 00:00:00-04:00,3.2,3.24,3.2625,3.125,1200800.0,3.24,44.0
45,2004-08-26 00:00:00-04:00,3.2425,3.225,3.25,3.2025,471200.0,3.225,45.0
46,2004-08-27 00:00:00-04:00,3.25,3.2875,3.3025,3.225,463600.0,3.2875,46.0
47,2004-08-30 00:00:00-04:00,3.305,3.2925,3.315,3.265,606000.0,3.2925,47.0
48,2004-08-31 00:00:00-04:00,3.3,3.25,3.3125,3.175,874400.0,3.25,48.0
49,2004-09-01 00:00:00-04:00,3.3,3.3325,3.3325,3.29,512800.0,3.3325,49.0
50,2004-09-02 00:00:00-04:00,3.32,3.4725,3.4925,3.32,998800.0,3.4725,50.0
51,2004-09-03 00:00:00-04:00,3.475,3.4375,3.485,3.405,924000.0,3.4375,51.0
52,2004-09-07 00:00:00-04:00,3.44,3.3575,3.44,3.35,1192000.0,3.3575,52.0
53,2004-09-08 00:00:00-04:00,3.3325,3.31,3.3325,3.2875,550000.0,3.31,53.0
54,2004-09-09 00:00:00-04:00,3.31,3.2925,3.325,3.2425,2529200.0,3.2925,54.0
55,2004-09-10 00:00:00-04:00,3.2875,3.5625,3.575,3.2875,2795200.0,3.5625,55.0
56,2004-09-13 00:00:00-04:00,3.6,3.8,3.875,3.6,4345200.0,3.8,56.0
57,2004-09-14 00:00:00-04:00,3.8,3.9775,4.0225,3.75,2052000.0,3.9775,57.0
58,2004-09-15 00:00:00-04:00,3.98,4.085,4.285,3.925,4147200.0,4.085,58.0
59,2004-09-16 00:00:00-04:00,4.0875,4.065,4.1225,4.015,2518400.0,4.065,59.0
60,2004-09-17 00:00:00-04:00,4.05,3.9175,4.0525,3.71,4487600.0,3.9175,60.0
61,2004-09-20 00:00:00-04:00,3.9375,4.0025,4.025,3.9225,597200.0,4.0025,61.0
62,2004-09-21 00:00:00-04:00,4.0125,4.09,4.225,4.0125,2327200.0,4.09,62.0
63,2004-09-22 00:00:00-04:00,4.075,4.0175,4.075,3.9525,2076800.0,4.0175,63.0
64,2004-09-23 00:00:00-04:00,4.0175,3.9275,4.0175,3.9125,1117600.0,3.9275,64.0
65,2004-09-24 00:00:00-04:00,3.99,4.01,4.2125,3.95,2796000.0,4.01,65.0
66,2004-09-27 00:00:00-04:00,4.0,3.8975,4.0175,3.8775,1380000.0,3.8975,66.0
67,2004-09-28 00:00:00-04:00,3.88,3.75,3.885,3.6925,1862800.0,3.75,67.0
68,2004-09-29 00:00:00-04:00,3.7625,3.9375,3.9675,3.7625,1700400.0,3.9375,68.0
69,2004-09-30 00:00:00-04:00,3.9375,3.9075,3.9775,3.905,4521200.0,3.9075,69.0
70,2004-10-01 00:00:00-04:00,3.9075,4.1625,4.195,3.88,2613600.0,4.1625,70.0
71,2004-10-04 00:00:00-04:00,4.2875,4.2175,4.46,4.14,3153200.0,4.2175,71.0
72,2004-10-05 00:00:00-04:00,4.22,4.225,4.28,4.15,1360800.0,4.225,72.0
73,2004-10-06 00:00:00-04:00,4.225,4.3125,4.3125,4.1225,1433600.0,4.3125,73.0
74,2004-10-07 00:00:00-04:00,4.475,4.625,4.705,4.4025,5887200.0,4.625,74.0
75,2004-10-08 00:00:00-04:00,4.615,4.405,4.615,4.3675,2528400.0,4.405,75.0
76,2004-10-11 00:00:00-03:00,4.41,4.545,4.5875,4.4,1064800.0,4.545,76.0
77,2004-10-12 00:00:00-03:00,4.5,4.5975,4.5975,4.4175,897200.0,4.5975,77.0
78,2004-10-13 00:00:00-03:00,4.65,4.625,4.8075,4.6025,1728000.0,4.625,78.0
79,2004-10-14 00:00:00-03:00,4.625,4.4975,4.6875,4.4625,1047200.0,4.4975,79.0
80,2004-10-15 00:00:00-03:00,4.515,4.495,4.56,4.4,946800.0,4.495,80.0
81,2004-10-18 00:00:00-03:00,4.475,4.5725,4.575,4.4125,692800.0,4.5725,81.0
82,2004-10-19 00:00:00-03:00,4.5875,4.5575,4.61,4.53,622400.0,4.5575,82.0
83,2004-10-20 00:00:00-03:00,4.5325,4.5375,4.565,4.475,760800.0,4.5375,83.0
84,2004-10-21 00:00:00-03:00,4.5425,4.6,4.67,4.51,721600.0,4.6,84.0
85,2004-10-22 00:00:00-03:00,4.625,4.35,4.645,4.3125,1116800.0,4.35,85.0
86,2004-10-25 00:00:00-03:00,4.3875,4.5375,4.59,4.3875,1056000.0,4.5375,86.0
87,2004-10-26 00:00:00-03:00,4.525,4.6125,4.6125,4.4475,476800.0,4.6125,87.0
88,2004-10-27 00:00:00-03:00,4.625,4.8175,4.8975,4.5375,1922800.0,4.8175,88.0
89,2004-10-28 00:00:00-03:00,4.825,5.0375,5.15,4.75,2500800.0,5.0375,89.0
90,2004-10-29 00:00:00-03:00,5.025,5.08,5.08,4.8525,1799600.0,5.08,90.0
91,2004-11-01 00:00:00-03:00,5.125,5.425,5.5,5.1,3213600.0,5.425,91.0
92,2004-11-02 00:00:00-03:00,5.625,5.49,5.625,5.4425,3029600.0,5.49,92.0
93,2004-11-03 00:00:00-03:00,5.5525,5.4175,5.675,5.375,1917600.0,5.4175,93.0
94,2004-11-04 00:00:00-03:00,5.4,5.145,5.4325,5.125,1398400.0,5.145,94.0
95,2004-11-05 00:00:00-03:00,5.2075,5.215,5.34,5.1375,1574800.0,5.215,95.0
96,2004-11-08 00:00:00-03:00,5.215,5.1,5.215,5.065,1014400.0,5.1,96.0
97,2004-11-09 00:00:00-03:00,4.925,4.8825,5.0125,4.7775,1935600.0,4.8825,97.0
98,2004-11-10 00:00:00-03:00,4.9125,4.8825,4.9125,4.815,779200.0,4.8825,98.0
99,2004-11-11 00:00:00-03:00,4.8825,5.005,5.035,4.8625,1007200.0,5.005,99.0
100,2004-11-12 00:00:00-03:00,5.05,5.0,5.0625,4.875,556400.0,5.0,100.0
101,2004-11-15 00:00:00-03:00,5.02,5.2,5.2,5.0,2122000.0,5.2,101.0
102,2004-11-16 00:00:00-03:00,5.2,5.1475,5.3,5.075,2562400.0,5.1475,102.0
103,2004-11-17 00:00:00-03:00,5.2,5.21,5.2375,5.0675,1586400.0,5.21,103.0
104,2004-11-18 00:00:00-03:00,4.75,4.455,4.75,4.3275,9432400.0,4.455,104.0
105,2004-11-19 00:00:00-03:00,4.55,4.4375,4.6125,4.2625,3152800.0,4.4375,105.0
106,2004-11-22 00:00:00-03:00,4.4375,4.405,4.525,4.3725,872000.0,4.405,106.0
107,2004-11-23 00:00:00-03:00,4.405,4.495,4.505,4.3825,1104800.0,4.495,107.0
108,2004-11-24 00:00:00-03:00,4.5,4.5,4.56,4.45,907600.0,4.5,108.0
109,2004-11-26 00:00:00-03:00,4.475,4.4325,4.475,4.3625,514400.0,4.4325,109.0
110,2004-11-29 00:00:00-03:00,4.435,4.375,4.4625,4.375,1548000.0,4.375,110.0
111,2004-11-30 00:00:00-03:00,4.3775,4.365,4.5175,4.335,2276400.0,4.365,111.0
112,2004-12-01 00:00:00-03:00,4.3675,4.235,4.4125,4.2025,2311200.0,4.235,112.0
113,2004-12-02 00:00:00-03:00,4.245,4.2475,4.255,4.105,2929200.0,4.2475,113.0
114,2004-12-03 00:00:00-03:00,4.2325,4.1575,4.2325,4.1175,1043600.0,4.1575,114.0
115,2004-12-06 00:00:00-03:00,4.2,4.1375,4.2,4.095,1245200.0,4.1375,115.0
116,2004-12-07 00:00:00-03:00,4.135,4.0125,4.14,3.965,2875200.0,4.0125,116.0
117,2004-12-08 00:00:00-03:00,4.0125,3.98,4.035,3.965,2116000.0,3.98,117.0
118,2004-12-09 00:00:00-03:00,3.975,4.065,4.1275,3.945,2348400.0,4.065,118.0
119,2004-12-10 00:00:00-03:00,4.04,3.98,4.12,3.9775,1934400.0,3.98,119.0
120,2004-12-13 00:00:00-03:00,4.0175,4.025,4.075,3.965,1150400.0,4.025,120.0
121,2004-12-14 00:00:00-03:00,4.0125,4.085,4.1925,3.98,1650400.0,4.085,121.0
122,2004-12-15 00:00:00-03:00,4.1,4.07,4.115,4.0125,1510400.0,4.07,122.0
123,2004-12-16 00:00:00-03:00,4.07,4.095,4.125,4.0675,1602400.0,4.095,123.0
124,2004-12-17 00:00:00-03:00,4.0975,4.025,4.0975,3.9,2897200.0,4.025,124.0
125,2004-12-20 00:00:00-03:00,3.65,3.8,3.85,3.65,38832000.0,3.8,125.0
126,2004-12-21 00:00:00-03:00,3.8125,4.025,4.0475,3.8125,15005200.0,4.025,126.0
127,2004-12-22 00:00:00-03:00,3.9625,4.0625,4.1125,3.9625,6778800.0,4.0625,127.0
128,2004-12-23 00:00:00-03:00,4.065,4.1525,4.1875,4.065,5615200.0,4.1525,128.0
129,2004-12-27 00:00:00-03:00,4.1875,4.3425,4.35,4.1725,6694400.0,4.3425,129.0
130,2004-12-28 00:00:00-03:00,4.3575,4.295,4.4175,4.25,3358800.0,4.295,130.0
131,2004-12-29 00:00:00-03:00,4.25,4.2925,4.3,4.205,2126000.0,4.2925,131.0
132,2004-12-30 00:00:00-03:00,4.2525,4.215,4.275,4.18,3416400.0,4.215,132.0
133,2004-12-31 00:00:00-03:00,4.1625,4.235,4.275,4.1625,1435600.0,4.235,133.0
134,2005-01-03 00:00:00-03:00,4.1025,4.15,4.245,4.1025,3704000.0,4.15,134.0
135,2005-01-04 00:00:00-03:00,4.1375,4.09,4.175,4.0325,2843200.0,4.09,135.0
136,2005-01-05 00:00:00-03:00,4.195,4.4875,4.495,4.1775,12164400.0,4.4875,136.0
137,2005-01-06 00:00:00-03:00,4.4875,4.43,4.55,4.375,6628400.0,4.43,137.0
138,2005-01-07 00:00:00-03:00,4.4825,4.3875,4.4975,4.3475,4608000.0,4.3875,138.0
139,2005-01-10 00:00:00-03:00,4.25,4.245,4.395,4.2375,3788400.0,4.245,139.0
140,2005-01-11 00:00:00-03:00,4.245,4.105,4.25,4.0925,2862000.0,4.105,140.0
141,2005-01-12 00:00:00-03:00,3.75,3.775,3.8625,3.6775,18628000.0,3.775,141.0
142,2005-01-13 00:00:00-03:00,3.8125,3.8125,3.92,3.7625,4376800.0,3.8125,142.0
143,2005-01-14 00:00:00-03:00,3.8125,3.75,3.825,3.6775,3806000.0,3.75,143.0
144,2005-01-18 00:00:00-03:00,3.725,3.7625,3.7875,3.6625,2507200.0,3.7625,144.0
145,2005-01-19 00:00:00-03:00,3.7625,3.7475,3.7975,3.715,1841600.0,3.7475,145.0
146,2005-01-20 00:00:00-03:00,3.7475,3.6525,3.7475,3.65,4050000.0,3.6525,146.0
147,2005-01-21 00:00:00-03:00,3.66,3.6125,3.6825,3.5225,7144400.0,3.6125,147.0
148,2005-01-24 00:00:00-03:00,3.6125,3.475,3.6425,3.45,4587600.0,3.475,148.0
149,2005-01-25 00:00:00-03:00,3.45,3.4325,3.5125,3.425,3506000.0,3.4325,149.0
150,2005-01-26 00:00:00-03:00,3.435,3.45,3.4725,3.395,2882400.0,3.45,150.0
151,2005-01-27 00:00:00-03:00,3.4525,3.405,3.4975,3.3375,2001600.0,3.405,151.0
152,2005-01-28 00:00:00-03:00,3.4125,3.365,3.45,3.3425,1974800.0,3.365,152.0
153,2005-01-31 00:00:00-03:00,3.365,3.425,3.43,3.3425,1607200.0,3.425,153.0
154,2005-02-01 00:00:00-03:00,3.3775,3.425,3.485,3.3375,1214800.0,3.425,154.0
155,2005-02-02 00:00:00-03:00,3.425,3.325,3.4375,3.3175,3596000.0,3.325,155.0
156,2005-02-03 00:00:00-03:00,3.325,3.3425,3.35,3.315,3137200.0,3.3425,156.0
157,2005-02-04 00:00:00-03:00,3.3425,3.515,3.52,3.325,3363600.0,3.515,157.0
158,2005-02-07 00:00:00-03:00,3.515,3.405,3.535,3.3925,912400.0,3.405,158.0
159,2005-02-08 00:00:00-03:00,3.445,3.4975,3.5325,3.44,1408000.0,3.4975,159.0
160,2005-02-09 00:00:00-03:00,3.5025,3.315,3.5125,3.2775,1237600.0,3.315,160.0
161,2005-02-10 00:00:00-03:00,3.35,3.2675,3.35,3.24,1188800.0,3.2675,161.0
162,2005-02-11 00:00:00-03:00,3.2625,3.3625,3.39,3.26,1364400.0,3.3625,162.0
163,2005-02-14 00:00:00-03:00,3.375,3.4125,3.4375,3.3625,1183600.0,3.4125,163.0
164,2005-02-15 00:00:00-03:00,3.45,3.565,3.6425,3.4475,3428000.0,3.565,164.0
165,2005-02-16 00:00:00-03:00,3.565,3.5,3.5725,3.38,1552000.0,3.5,165.0
166,2005-02-17 00:00:00-03:00,3.5,3.525,3.6,3.455,4304800.0,3.525,166.0
167,2005-02-18 00:00:00-03:00,3.75,3.9875,4.1825,3.75,19785600.0,3.9875,167.0
168,2005-02-22 00:00:00-03:00,3.9625,3.975,4.02,3.83,7933200.0,3.975,168.0
169,2005-02-23 00:00:00-03:00,3.875,3.9175,3.975,3.875,4740800.0,3.9175,169.0
170,2005-02-24 00:00:00-03:00,3.9175,4.05,4.1075,3.85,6050800.0,4.05,170.0
